trip_id,pickup_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,trip_duration_minutes,trip_distance_miles,pickup_zone,dropoff_zone,traffic_level,weather_condition,trip_type,surge_multiplier,fare_amount
TRIP_01115,2024-02-02 01:27:00,40.701676,-74.015179,40.728627,-73.991081,1,5.4,2.25,financial_district,downtown,light,rain,standard,1.26,42.18
TRIP_01116,2024-02-21 20:09:00,40.724623,-73.98222,40.723532,-73.989026,1,2,0.36,downtown,downtown,moderate,clear,luxury,1.2,36.69
TRIP_01117,2024-03-07 10:58:00,40.805331,-73.953103,40.817656,-73.956317,1,2.6,0.87,harlem,harlem,moderate,clear,standard,1.04,17.44
TRIP_01118,2024-01-18 02:24:00,40.721553,-73.980805,40.785094,-73.971331,2,10.6,4.42,downtown,upper_west,light,snow,airport,2.2,202.62
TRIP_01119,2024-05-21 10:54:00,40.775249,-73.963428,40.788702,-73.96418,4,2.8,0.93,upper_east,upper_east,moderate,clear,standard,1.23,27.01
TRIP_01120,2024-05-13 14:58:00,40.707563,-73.997568,40.815099,-73.955457,1,23.3,7.75,financial_district,harlem,moderate,clear,airport,1.06,97.36
TRIP_01121,2024-05-30 16:50:00,40.787867,-73.986561,40.786657,-73.989615,1,2,0.18,upper_west,upper_west,light,fog,luxury,1.05,35.8
TRIP_01122,2024-01-29 13:09:00,40.763156,-73.978378,40.766869,-73.985301,1,2,0.44,midtown,midtown,moderate,clear,standard,1.1,22.53
TRIP_01123,2024-05-25 18:37:00,40.701839,-73.999422,40.717296,-73.99916,1,3.2,1.07,financial_district,financial_district,moderate,rain,standard,2.49,87.36
TRIP_01124,2024-01-28 18:49:00,40.704746,-74.006872,40.773348,-73.984689,1,22.0,4.88,financial_district,upper_west,heavy,snow,shared,1.14,102.85
TRIP_01125,2024-05-17 11:56:00,40.77452,-73.976872,40.77112,-73.98758,2,2.7,0.61,upper_west,upper_west,heavy,clear,standard,1.59,39.45
TRIP_01126,2024-03-08 12:41:00,40.784951,-73.975389,40.780993,-73.98066,1,2,0.39,upper_west,upper_west,heavy,clear,standard,1.24,28.14
TRIP_01127,2024-05-26 19:30:00,40.711166,-73.994159,40.775641,-73.959045,1,14.5,4.82,financial_district,upper_east,moderate,fog,standard,1.45,95.19
TRIP_01128,2024-03-11 12:09:00,40.727497,-73.984001,40.806084,-73.95062,3,17.1,5.71,downtown,harlem,moderate,clear,standard,1.2,52.09
TRIP_01129,2024-06-23 22:25:00,40.717187,-74.016953,40.710765,-73.995661,1,2.9,1.2,financial_district,financial_district,light,rain,standard,2.14,60.74
TRIP_01130,2024-04-11 10:44:00,40.751278,-73.982872,40.761122,-73.981907,1,2.0,0.68,midtown,midtown,moderate,clear,shared,1.26,19.44
TRIP_01131,2024-01-13 23:30:00,40.78867,-73.959465,40.785614,-73.963706,2,2,0.31,upper_east,upper_east,light,fog,standard,1.13,28.57
TRIP_01132,2024-04-05 00:21:00,40.775908,-73.969572,40.773394,-73.989809,1,2.6,1.07,upper_east,upper_west,light,clear,shared,1.88,36.35
TRIP_01133,2024-03-12 15:54:00,40.8111,-73.955131,40.818784,-73.956266,1,2,0.53,harlem,harlem,light,clear,standard,1.04,13.77
TRIP_01134,2024-06-24 03:55:00,40.754568,-73.98154,40.767772,-73.983479,2,2.2,0.92,midtown,midtown,light,clear,standard,1.13,25.8
TRIP_01135,2024-02-04 09:47:00,40.779659,-73.984036,40.782043,-73.960921,1,5.5,1.22,upper_west,upper_east,heavy,clear,airport,2.5,219.42
TRIP_01136,2024-03-09 23:26:00,40.722872,-73.986779,40.736958,-73.984963,2,2.3,0.98,downtown,downtown,light,rain,standard,1.71,45.34
TRIP_01137,2024-06-14 02:12:00,40.782879,-73.977743,40.762856,-73.979605,1,3.3,1.39,upper_west,midtown,light,clear,standard,1.56,47.51
TRIP_01138,2024-04-14 23:31:00,40.72723,-73.992117,40.721411,-73.984544,2,2,0.56,downtown,downtown,light,rain,standard,2.31,55.26
TRIP_01139,2024-04-05 01:32:00,40.76792,-73.972769,40.750519,-73.9882,1,3.5,1.45,midtown,midtown,light,fog,standard,1.89,54.61
TRIP_01140,2024-01-17 09:45:00,40.738824,-73.98301,40.780246,-73.974211,5,8.7,2.9,downtown,upper_west,moderate,rain,standard,2.19,100.84
TRIP_01141,2024-02-04 16:56:00,40.73526,-73.996629,40.721713,-73.981063,1,3.0,1.24,downtown,downtown,light,clear,shared,1.21,17.98
TRIP_01142,2024-01-08 05:12:00,40.759495,-73.9878,40.754938,-73.970457,1,2.3,0.96,midtown,midtown,light,clear,standard,1.04,24.28
TRIP_01143,2024-01-15 07:02:00,40.781138,-73.974259,40.771693,-73.980709,1,3.3,0.73,upper_west,upper_west,heavy,clear,shared,2.43,63.47
TRIP_01144,2024-01-13 11:45:00,40.753764,-73.98576,40.756363,-73.970869,1,2.4,0.8,midtown,midtown,moderate,snow,shared,2.24,57.46
TRIP_01145,2024-03-11 11:52:00,40.775445,-73.988383,40.783076,-73.988101,2,2,0.53,upper_west,upper_west,light,fog,standard,1.06,18.68
TRIP_01146,2024-05-09 12:40:00,40.704978,-74.012964,40.711495,-74.010157,1,2,0.47,financial_district,financial_district,moderate,clear,standard,1.14,25.26
TRIP_01147,2024-06-23 00:15:00,40.785812,-73.960198,40.781849,-73.954825,2,2,0.39,upper_east,upper_east,light,clear,standard,1.24,30.49
TRIP_01148,2024-05-05 19:28:00,40.75811,-73.978625,40.733943,-73.98009,1,5.0,1.67,midtown,downtown,moderate,clear,standard,1.33,57.67
TRIP_01149,2024-05-30 17:22:00,40.784832,-73.956131,40.775057,-73.957423,3,3.1,0.68,upper_east,upper_east,heavy,rain,shared,1.87,60.86
TRIP_01150,2024-02-11 08:47:00,40.817893,-73.959767,40.709471,-73.996055,1,23.2,7.73,harlem,financial_district,moderate,clear,standard,1.18,93.56
TRIP_01151,2024-03-13 00:24:00,40.70625,-74.014768,40.705085,-74.01223,1,2,0.16,financial_district,financial_district,light,rain,standard,1.37,29.67
TRIP_01152,2024-02-11 18:49:00,40.76198,-73.985169,40.751482,-73.989305,1,3.4,0.76,midtown,midtown,heavy,clear,standard,2.49,107.03
TRIP_01153,2024-02-26 20:14:00,40.81926,-73.943369,40.81475,-73.957437,1,2.4,0.8,harlem,harlem,moderate,clear,standard,1.04,16.73
TRIP_01154,2024-02-22 08:41:00,40.780623,-73.987072,40.781668,-73.9703,3,2.6,0.88,upper_west,upper_west,moderate,clear,standard,2.31,59.76
TRIP_01155,2024-05-11 00:55:00,40.806194,-73.954058,40.817696,-73.945524,1,2.2,0.91,harlem,harlem,light,rain,standard,1.69,41.38
TRIP_01156,2024-01-03 15:58:00,40.762864,-73.972356,40.751332,-73.979679,4,2.1,0.88,midtown,midtown,light,rain,standard,1.7,40.76
TRIP_01157,2024-06-14 05:38:00,40.70507,-73.992431,40.700269,-74.013861,2,2.8,1.17,financial_district,financial_district,light,rain,standard,2.4,61.14
TRIP_01158,2024-02-27 08:38:00,40.781935,-73.967545,40.772458,-73.984902,2,6.7,1.12,upper_east,upper_west,severe,rain,standard,1.57,107.56
TRIP_01159,2024-04-18 12:54:00,40.787123,-73.965384,40.722784,-73.988396,2,13.8,4.61,upper_east,downtown,moderate,clear,airport,1.22,89.72
TRIP_01160,2024-03-05 06:29:00,40.773463,-73.969044,40.772864,-73.958841,1,2,0.54,upper_east,upper_east,light,clear,airport,1.18,40.22
TRIP_01161,2024-06-22 16:52:00,40.721404,-73.980394,40.723669,-73.986419,3,2,0.35,downtown,downtown,moderate,clear,standard,1.28,21.96
TRIP_01162,2024-04-11 18:06:00,40.704775,-73.992471,40.708548,-74.004028,2,4.0,0.66,financial_district,financial_district,severe,fog,luxury,2.18,194.33
TRIP_01163,2024-05-10 21:53:00,40.771595,-73.961962,40.777014,-73.964532,1,2,0.4,upper_east,upper_east,moderate,fog,standard,1.72,37.78
TRIP_01164,2024-05-23 20:38:00,40.735245,-73.989592,40.730905,-73.984693,1,2,0.39,downtown,downtown,moderate,rain,standard,1.5,26.87
TRIP_01165,2024-03-13 09:43:00,40.702264,-73.994718,40.705694,-73.991202,1,2,0.3,financial_district,financial_district,heavy,clear,standard,1.15,31.05
TRIP_01166,2024-05-03 02:21:00,40.773787,-73.962775,40.778487,-73.971686,2,2,0.57,upper_east,upper_west,light,clear,standard,1.09,26.34
TRIP_01167,2024-03-11 08:41:00,40.815808,-73.941675,40.811928,-73.949986,3,3.1,0.51,harlem,harlem,severe,rain,standard,2.16,81.21
TRIP_01168,2024-06-15 09:12:00,40.768885,-73.989614,40.802985,-73.943611,1,10.1,3.37,midtown,harlem,moderate,clear,standard,1.52,84.31
TRIP_01169,2024-03-02 01:51:00,40.721287,-73.998007,40.736296,-73.982236,2,3.2,1.33,downtown,downtown,light,clear,standard,1.41,33.47
TRIP_01170,2024-04-13 21:20:00,40.80052,-73.956944,40.801472,-73.956206,1,2,0.08,harlem,harlem,light,clear,shared,1.02,10.76
TRIP_01171,2024-02-05 23:01:00,40.813453,-73.948226,40.816944,-73.950161,5,2,0.26,harlem,harlem,moderate,clear,standard,1.29,21.67
TRIP_01172,2024-05-07 09:16:00,40.785109,-73.972394,40.726491,-73.984026,1,12.3,4.1,upper_west,downtown,moderate,clear,standard,2.4,113.91
TRIP_01173,2024-04-09 23:02:00,40.731859,-73.997585,40.73126,-73.996256,1,2,0.08,downtown,downtown,moderate,fog,standard,1.14,22.42
TRIP_01174,2024-05-26 06:21:00,40.800398,-73.949176,40.757826,-73.981597,2,15.3,3.4,harlem,midtown,heavy,rain,standard,2.46,151.45
TRIP_01175,2024-06-24 17:40:00,40.783988,-73.975298,40.77607,-73.97434,1,2,0.55,upper_west,upper_west,moderate,clear,airport,1.17,57.1
TRIP_01176,2024-06-20 11:32:00,40.773738,-73.959159,40.776469,-73.962969,1,2,0.27,upper_east,upper_east,light,fog,standard,1.11,20.96
TRIP_01177,2024-02-13 21:56:00,40.733475,-73.985415,40.722279,-73.986862,1,2,0.78,downtown,downtown,light,clear,standard,1.14,17.46
TRIP_01178,2024-02-16 09:06:00,40.776306,-73.988789,40.781357,-73.983011,1,2.1,0.46,upper_west,upper_west,heavy,rain,standard,1.95,73.23
TRIP_01179,2024-02-02 23:16:00,40.802815,-73.956867,40.817457,-73.95181,2,2.5,1.05,harlem,harlem,light,snow,airport,1.91,101.05
TRIP_01180,2024-05-23 05:43:00,40.772145,-73.968148,40.701392,-74.005109,3,12.6,5.26,upper_east,financial_district,light,clear,standard,1.11,51.97
TRIP_01181,2024-02-26 11:14:00,40.813459,-73.943672,40.787526,-73.963612,1,6.2,2.07,harlem,upper_east,moderate,clear,standard,1.09,27.49
TRIP_01182,2024-04-17 10:23:00,40.781238,-73.961332,40.789391,-73.964077,1,2,0.58,upper_east,upper_east,moderate,clear,standard,1.24,23.74
TRIP_01183,2024-05-29 09:29:00,40.703073,-73.997068,40.7313,-73.990635,2,11.9,1.98,financial_district,downtown,severe,rain,airport,1.96,262.82
TRIP_01184,2024-01-14 20:37:00,40.73852,-73.999524,40.739175,-73.994457,1,2,0.27,downtown,downtown,moderate,clear,standard,1.05,17.93
TRIP_01185,2024-06-07 02:30:00,40.76403,-73.970272,40.760364,-73.979564,1,2,0.55,midtown,midtown,light,clear,standard,1.1,23.89
TRIP_01186,2024-05-08 03:55:00,40.804098,-73.942106,40.789518,-73.971218,1,4.4,1.83,harlem,upper_west,light,clear,airport,1.27,60.21
TRIP_01187,2024-05-15 09:26:00,40.715173,-74.017073,40.715065,-74.007239,3,3.1,0.52,financial_district,financial_district,severe,clear,standard,2.24,85.15
TRIP_01188,2024-02-08 04:12:00,40.775957,-73.951004,40.771639,-73.961368,2,2,0.62,upper_east,upper_east,moderate,clear,standard,1.06,26.27
TRIP_01189,2024-04-14 18:57:00,40.787966,-73.983911,40.778447,-73.986563,1,3.0,0.67,upper_west,upper_west,heavy,clear,standard,1.73,67.1
TRIP_01190,2024-02-06 10:55:00,40.817864,-73.947269,40.813352,-73.951011,3,2,0.37,harlem,harlem,moderate,clear,standard,1.07,15.7
TRIP_01191,2024-02-16 02:31:00,40.774345,-73.968697,40.765117,-73.973727,2,2,0.69,upper_east,midtown,light,rain,standard,1.97,55.51
TRIP_01192,2024-03-21 20:03:00,40.709516,-74.000393,40.703704,-74.013867,1,2,0.81,financial_district,financial_district,light,clear,standard,1.13,18.79
TRIP_01193,2024-04-25 08:13:00,40.752531,-73.989023,40.801597,-73.957033,1,11.3,3.78,midtown,harlem,moderate,rain,luxury,2.33,278.23
TRIP_01194,2024-02-10 15:50:00,40.705937,-74.015428,40.702646,-74.016577,4,2,0.24,financial_district,financial_district,light,clear,standard,1.99,33.19
TRIP_01195,2024-02-03 19:27:00,40.806492,-73.956342,40.818902,-73.940264,1,3.6,1.2,harlem,harlem,moderate,clear,standard,1.55,39.79
TRIP_01196,2024-04-19 12:27:00,40.775434,-73.982962,40.778563,-73.970335,2,2,0.7,upper_west,upper_west,light,rain,shared,2.19,33.87
TRIP_01197,2024-04-08 00:02:00,40.721513,-73.990743,40.765392,-73.970758,2,7.7,3.21,downtown,midtown,light,rain,standard,1.78,71.47
TRIP_01198,2024-04-05 00:57:00,40.786878,-73.95654,40.770713,-73.951287,1,2.8,1.15,upper_east,upper_east,light,clear,airport,1.84,85.21
TRIP_01199,2024-05-15 06:01:00,40.80732,-73.953919,40.816672,-73.958251,1,2.1,0.68,harlem,harlem,moderate,clear,shared,1.01,11.84
TRIP_01200,2024-01-02 20:46:00,40.750763,-73.981404,40.765783,-73.979409,1,2.5,1.04,midtown,midtown,light,clear,airport,1.13,43.93
TRIP_01201,2024-02-27 22:56:00,40.78221,-73.965505,40.782566,-73.955318,1,2,0.53,upper_east,upper_east,light,fog,shared,1.16,20.58
TRIP_01202,2024-03-20 04:06:00,40.777612,-73.974612,40.800803,-73.949068,3,5.0,2.09,upper_west,harlem,light,fog,standard,1.26,42.16
TRIP_01203,2024-05-30 09:10:00,40.71439,-74.006737,40.706806,-74.010323,2,2.5,0.56,financial_district,financial_district,heavy,clear,standard,1.6,49.09
TRIP_01204,2024-01-12 09:18:00,40.780885,-73.97087,40.803389,-73.950536,1,11.3,1.88,upper_west,harlem,severe,clear,standard,1.17,75.65
TRIP_01205,2024-06-01 16:21:00,40.78938,-73.974532,40.770802,-73.970291,3,3.1,1.3,upper_west,upper_west,light,clear,standard,1.21,35.76
TRIP_01206,2024-06-24 04:21:00,40.771734,-73.972755,40.780481,-73.971704,1,2,0.61,upper_west,upper_west,moderate,clear,standard,1.17,25.05
TRIP_01207,2024-04-01 06:10:00,40.771468,-73.981895,40.786704,-73.985805,2,2.6,1.07,upper_west,upper_west,light,rain,standard,1.11,24.8
TRIP_01208,2024-01-05 07:14:00,40.815322,-73.951094,40.809024,-73.945029,1,3.2,0.54,harlem,harlem,severe,clear,standard,1.7,56.85
TRIP_01209,2024-02-03 06:46:00,40.718649,-74.001082,40.815143,-73.957931,1,16.9,7.04,financial_district,harlem,light,clear,standard,1.47,75.98
TRIP_01210,2024-05-09 05:07:00,40.785713,-73.951162,40.704173,-74.005119,1,15.1,6.3,upper_east,financial_district,light,clear,airport,1.14,104.55
TRIP_01211,2024-04-06 20:16:00,40.7212,-73.990241,40.803023,-73.947769,1,14.6,6.08,downtown,harlem,light,rain,standard,1.9,97.69
TRIP_01212,2024-01-13 19:03:00,40.808333,-73.952927,40.811993,-73.948667,1,2,0.34,harlem,harlem,heavy,clear,standard,2.28,61.59
TRIP_01213,2024-01-28 20:53:00,40.709971,-74.004,40.700832,-73.998356,2,2,0.7,financial_district,financial_district,light,clear,standard,1.04,19.9
TRIP_01214,2024-01-13 22:07:00,40.785426,-73.98177,40.788828,-73.979353,1,2,0.27,upper_west,upper_west,moderate,clear,luxury,1.52,71.71
TRIP_01215,2024-04-23 12:07:00,40.729639,-73.999151,40.728379,-73.984413,1,2,0.78,downtown,downtown,light,fog,standard,1.03,25.34
TRIP_01216,2024-03-05 15:44:00,40.766383,-73.978886,40.766701,-73.971281,6,2,0.4,midtown,midtown,heavy,clear,standard,1.08,27.55
TRIP_01217,2024-02-22 22:43:00,40.815359,-73.942942,40.712621,-74.004581,2,18.7,7.8,harlem,financial_district,light,clear,standard,1.21,64.23
TRIP_01218,2024-03-18 13:42:00,40.70504,-74.008566,40.809855,-73.942216,3,19.3,8.03,financial_district,harlem,light,clear,standard,1.15,53.77
TRIP_01219,2024-03-10 19:38:00,40.813119,-73.957603,40.765584,-73.986185,1,16.2,3.61,harlem,midtown,heavy,rain,standard,1.61,133.8
TRIP_01220,2024-04-17 03:32:00,40.810645,-73.944632,40.732357,-73.98426,1,13.9,5.79,harlem,downtown,light,rain,airport,1.82,159.32
TRIP_01221,2024-01-31 09:07:00,40.707422,-73.999075,40.716722,-73.999658,5,2.9,0.64,financial_district,financial_district,heavy,clear,airport,2.18,131.34
TRIP_01222,2024-05-07 06:38:00,40.752742,-73.97923,40.761061,-73.977026,3,2,0.59,midtown,midtown,light,clear,standard,1.24,22.7
TRIP_01223,2024-03-08 16:12:00,40.773711,-73.954699,40.78745,-73.959506,1,2.4,0.98,upper_east,upper_east,light,rain,standard,1.25,28.25
TRIP_01224,2024-06-29 13:18:00,40.769085,-73.982571,40.703816,-73.995785,1,13.7,4.56,midtown,financial_district,moderate,clear,standard,1.38,65.62
TRIP_01225,2024-05-20 15:58:00,40.76989,-73.98976,40.761473,-73.971716,1,3.3,1.11,midtown,midtown,moderate,clear,standard,1.02,23.54
TRIP_01226,2024-06-25 15:21:00,40.76101,-73.983854,40.752686,-73.971347,1,2.6,0.87,midtown,midtown,moderate,clear,standard,1.03,22.54
TRIP_01227,2024-01-01 00:42:00,40.71831,-73.994425,40.710407,-73.992078,1,2,0.56,financial_district,financial_district,moderate,fog,standard,1.2,27.53
TRIP_01228,2024-01-29 18:42:00,40.77124,-73.972238,40.757145,-73.972179,1,4.4,0.97,upper_west,midtown,heavy,snow,standard,1.65,91.65
TRIP_01229,2024-01-24 16:04:00,40.802112,-73.940172,40.803971,-73.949464,2,2,0.5,harlem,harlem,moderate,clear,standard,1.18,17.72
TRIP_01230,2024-01-26 08:41:00,40.761413,-73.972316,40.758104,-73.971475,5,2,0.23,midtown,midtown,heavy,clear,standard,1.1,38.03
TRIP_01231,2024-04-26 09:16:00,40.779442,-73.979716,40.714771,-74.012046,3,14.3,4.78,upper_west,financial_district,moderate,clear,airport,2.43,229.88
TRIP_01232,2024-01-26 05:55:00,40.708892,-73.996755,40.780763,-73.988253,1,15.0,4.99,financial_district,upper_west,moderate,clear,standard,1.67,79.85
TRIP_01233,2024-04-02 21:20:00,40.775799,-73.986266,40.784611,-73.970691,1,3.1,1.02,upper_west,upper_west,moderate,fog,standard,1.17,25.84
TRIP_01234,2024-01-30 03:54:00,40.71344,-73.990878,40.709716,-74.004963,1,2,0.78,financial_district,financial_district,light,rain,standard,1.54,34.46
TRIP_01235,2024-01-03 04:42:00,40.806705,-73.959974,40.805573,-73.952131,2,2,0.42,harlem,harlem,light,rain,standard,2.21,41.15
TRIP_01236,2024-02-13 10:22:00,40.786208,-73.981446,40.808692,-73.951645,1,6.6,2.2,upper_west,harlem,moderate,clear,standard,1.11,30.93
TRIP_01237,2024-03-09 23:05:00,40.785963,-73.954268,40.789775,-73.958123,2,2,0.33,upper_east,upper_east,light,rain,standard,1.29,36.54
TRIP_01238,2024-03-28 05:07:00,40.780081,-73.976331,40.786847,-73.984309,2,2,0.63,upper_west,upper_west,light,clear,standard,1.01,20.73
TRIP_01239,2024-04-12 14:17:00,40.772482,-73.981602,40.778311,-73.982313,1,2,0.4,upper_west,upper_west,moderate,rain,standard,2.4,52.61
TRIP_01240,2024-06-25 15:51:00,40.786377,-73.985995,40.779333,-73.981603,1,2,0.54,upper_west,upper_west,moderate,clear,shared,1.28,17.9
TRIP_01241,2024-06-15 05:07:00,40.751857,-73.974185,40.751372,-73.979252,1,2,0.27,midtown,midtown,light,clear,standard,1.16,27.81
TRIP_01242,2024-06-27 23:03:00,40.76431,-73.973821,40.760131,-73.989347,1,2.1,0.86,midtown,midtown,light,clear,standard,1.18,27.6
TRIP_01243,2024-01-27 13:58:00,40.735615,-73.992724,40.78026,-73.975227,1,14.5,3.22,downtown,upper_west,heavy,fog,standard,1.27,73.22
TRIP_01244,2024-05-25 21:28:00,40.752552,-73.981346,40.760051,-73.978774,4,2,0.54,midtown,midtown,light,clear,standard,1.84,39.16
TRIP_01245,2024-06-05 12:49:00,40.779707,-73.965978,40.776901,-73.967249,1,2,0.21,upper_east,upper_east,heavy,clear,standard,1.09,26.54
TRIP_01246,2024-06-05 00:55:00,40.815678,-73.953351,40.814313,-73.942219,1,2,0.59,harlem,harlem,moderate,clear,standard,1.23,22.8
TRIP_01247,2024-02-03 15:58:00,40.777697,-73.974478,40.776645,-73.981774,1,2,0.39,upper_west,upper_west,moderate,fog,standard,1.16,25.42
TRIP_01248,2024-01-29 13:28:00,40.710891,-74.013843,40.714822,-74.012227,1,2,0.28,financial_district,financial_district,light,fog,standard,1.14,18.95
TRIP_01249,2024-01-17 08:41:00,40.783355,-73.952904,40.7116,-74.012876,2,26.4,5.87,upper_east,financial_district,heavy,snow,standard,1.08,136.21
TRIP_01250,2024-06-29 21:33:00,40.809993,-73.945065,40.801666,-73.956288,1,2,0.82,harlem,harlem,light,clear,standard,1.2,18.81
TRIP_01251,2024-05-27 23:36:00,40.769688,-73.980629,40.786975,-73.97977,2,2.9,1.2,midtown,upper_west,light,clear,standard,1.25,33.49
TRIP_01252,2024-05-12 16:44:00,40.801999,-73.942376,40.813088,-73.95025,4,2.1,0.87,harlem,harlem,light,rain,standard,2.38,47.28
TRIP_01253,2024-06-07 03:27:00,40.807677,-73.950563,40.758297,-73.979307,1,9.0,3.73,harlem,midtown,light,clear,standard,1.58,51.34
TRIP_01254,2024-05-03 11:42:00,40.807102,-73.950087,40.785517,-73.98832,2,7.5,2.5,harlem,upper_west,moderate,clear,standard,1.67,43.1
TRIP_01255,2024-02-08 17:57:00,40.720337,-73.996968,40.724795,-73.998,1,2,0.31,downtown,downtown,heavy,clear,standard,2.42,64.93
TRIP_01256,2024-01-14 00:41:00,40.762288,-73.98944,40.81046,-73.959136,1,8.9,3.69,midtown,harlem,light,clear,standard,1.14,51.61
TRIP_01257,2024-04-30 15:55:00,40.754899,-73.987997,40.702705,-74.002139,1,8.8,3.68,midtown,financial_district,light,clear,standard,1.12,37.33
TRIP_01258,2024-05-05 10:15:00,40.77607,-73.958819,40.770534,-73.960683,1,2,0.39,upper_east,upper_east,light,clear,airport,1.26,47.68
TRIP_01259,2024-03-12 01:32:00,40.76166,-73.987059,40.814885,-73.941933,2,10.5,4.37,midtown,harlem,light,clear,standard,1.27,52.52
TRIP_01260,2024-06-13 12:25:00,40.761381,-73.989287,40.76219,-73.986174,1,2,0.17,midtown,midtown,light,clear,airport,1.1,44.04
TRIP_01261,2024-01-21 14:28:00,40.738223,-73.99942,40.772207,-73.98945,2,5.8,2.41,downtown,upper_west,light,clear,standard,1.29,35.83
TRIP_01262,2024-01-23 15:28:00,40.783979,-73.950011,40.715234,-73.991849,3,12.6,5.23,upper_east,financial_district,light,snow,shared,1.32,52.8
TRIP_01263,2024-05-07 23:41:00,40.704949,-74.001986,40.706669,-74.006754,1,2,0.28,financial_district,financial_district,light,clear,standard,1.05,17.89
TRIP_01264,2024-01-27 12:26:00,40.711639,-73.996417,40.702171,-73.997521,2,2,0.66,financial_district,financial_district,light,fog,standard,1.29,25.85
TRIP_01265,2024-05-22 17:00:00,40.702354,-74.014724,40.810277,-73.959789,1,36.0,7.99,financial_district,harlem,heavy,clear,standard,1.83,200.33
TRIP_01266,2024-06-07 20:19:00,40.725678,-73.99514,40.727574,-73.983638,1,2.8,0.62,downtown,downtown,heavy,clear,standard,1.52,32.89
TRIP_01267,2024-05-23 06:41:00,40.809764,-73.951976,40.785272,-73.98732,1,6.0,2.51,harlem,upper_west,light,fog,airport,1.02,47.75
TRIP_01268,2024-03-28 11:52:00,40.717214,-74.017072,40.708131,-73.994025,4,6.1,1.36,financial_district,financial_district,heavy,fog,standard,1.01,31.19
TRIP_01269,2024-02-27 14:21:00,40.736598,-73.982147,40.732393,-73.981653,1,2,0.29,downtown,downtown,moderate,clear,standard,1.17,17.83
TRIP_01270,2024-06-07 19:30:00,40.81988,-73.949129,40.819092,-73.956883,1,2,0.41,harlem,harlem,moderate,rain,standard,1.41,30.44
TRIP_01271,2024-06-17 11:45:00,40.773934,-73.974843,40.788472,-73.97434,1,2.4,1.01,upper_west,upper_west,light,rain,standard,2.25,49.02
TRIP_01272,2024-01-30 03:48:00,40.812733,-73.954041,40.812332,-73.955323,1,2,0.07,harlem,harlem,light,clear,standard,1.23,17.58
TRIP_01273,2024-02-26 00:21:00,40.778142,-73.956989,40.789275,-73.951277,1,2.5,0.83,upper_east,upper_east,moderate,fog,standard,1.22,34.06
TRIP_01274,2024-06-11 09:35:00,40.734327,-73.980042,40.73666,-73.986047,2,2,0.35,downtown,downtown,heavy,clear,shared,1.33,26.29
TRIP_01275,2024-04-05 22:06:00,40.719791,-74.005635,40.707637,-74.000385,4,2.1,0.88,financial_district,financial_district,light,rain,airport,1.1,54.23
TRIP_01276,2024-02-12 15:08:00,40.803246,-73.959752,40.816764,-73.959567,1,2.2,0.93,harlem,harlem,light,snow,standard,2.12,41.5
TRIP_01277,2024-04-14 03:16:00,40.724541,-73.988932,40.723373,-73.980475,4,2,0.45,downtown,downtown,light,clear,standard,1.21,23.72
TRIP_01278,2024-02-20 06:07:00,40.770663,-73.984632,40.771532,-73.975882,1,2,0.46,upper_west,upper_west,light,clear,standard,1.25,20.28
TRIP_01279,2024-02-25 14:52:00,40.754554,-73.977556,40.759773,-73.977116,2,2,0.36,midtown,midtown,heavy,clear,standard,1.28,38.43
TRIP_01280,2024-03-27 03:48:00,40.787743,-73.989015,40.771648,-73.973138,1,3.3,1.39,upper_west,upper_west,light,rain,standard,1.6,44.02
TRIP_01281,2024-01-12 20:53:00,40.813587,-73.950249,40.813123,-73.943159,1,2,0.37,harlem,harlem,moderate,snow,airport,1.48,60.72
TRIP_01282,2024-05-30 03:49:00,40.788836,-73.976889,40.775035,-73.980668,2,2.9,0.97,upper_west,upper_west,moderate,clear,standard,1.24,31.29
TRIP_01283,2024-04-27 21:37:00,40.727301,-73.983956,40.733689,-73.987543,1,2,0.48,downtown,downtown,light,rain,shared,1.38,20.7
TRIP_01284,2024-02-04 15:00:00,40.726356,-73.9938,40.711136,-73.993511,2,2.5,1.05,downtown,financial_district,light,rain,standard,1.6,40.25
TRIP_01285,2024-05-21 13:53:00,40.726442,-73.986272,40.734188,-73.981299,1,2,0.6,downtown,downtown,moderate,rain,airport,1.43,64.08
TRIP_01286,2024-05-03 16:49:00,40.76191,-73.975506,40.751207,-73.974048,1,2,0.74,midtown,midtown,light,rain,airport,1.24,55.01
TRIP_01287,2024-06-26 18:11:00,40.809151,-73.953185,40.806228,-73.951238,1,2,0.23,harlem,harlem,heavy,clear,luxury,1.75,80.06
TRIP_01288,2024-02-02 03:24:00,40.817328,-73.959564,40.810959,-73.956609,1,2,0.47,harlem,harlem,moderate,clear,airport,1.64,62.77
TRIP_01289,2024-06-02 19:56:00,40.784816,-73.953271,40.785521,-73.957726,1,2,0.24,upper_east,upper_east,moderate,clear,standard,1.82,52.84
TRIP_01290,2024-05-09 12:26:00,40.732121,-73.995768,40.734453,-73.985554,1,2,0.56,downtown,downtown,moderate,rain,standard,2.03,39.17
TRIP_01291,2024-06-26 07:17:00,40.781054,-73.981851,40.786195,-73.981848,3,2,0.36,upper_west,upper_west,moderate,clear,shared,2.03,35.01
